station,termin,prestas0,tre200s0,rre150z0,fkl010z1,ua2200s0,ta1200s0,ta2200s0,ra1150z0,ua1200s0,fkl010z0,dkl010z0,gor000z0,uor200s0,da1010z0,fa1010z0,pa1stas0,ycoml1s0,ycomirs0
10769,20210701140000,661.60,8.80,None,None,None,None,None,None,None,4.60,33.00,328.00,76.20,None,None,None,None,1.00
10769,20210701150000,662.00,6.50,None,None,None,None,None,None,None,7.50,336.00,5.00,95.30,None,None,None,None,1.00
10769,20210701160000,662.10,5.00,None,None,None,None,None,None,None,0.70,218.00,0.00,95.00,None,None,None,None,1.00
10769,20210701170000,661.90,3.60,None,None,None,None,None,None,None,0.70,44.00,0.00,72.00,None,None,None,None,1.00
10769,20210701180000,662.20,2.60,None,None,None,None,None,None,None,4.90,177.00,0.00,68.90,None,None,None,None,1.00
10769,20210701190000,662.50,3.00,None,None,None,None,None,None,None,3.20,195.00,0.00,52.30,None,None,None,None,1.00
10769,20210701200000,662.30,3.60,None,None,None,None,None,None,None,3.10,193.00,0.00,53.40,None,None,None,None,1.00
10769,20210701210000,662.20,3.80,None,None,None,None,None,None,None,3.00,226.00,0.00,60.00,None,None,None,None,1.00
10769,20210701220000,661.80,4.20,None,None,None,None,None,None,None,2.50,251.00,0.00,55.00,None,None,None,None,1.00
10769,20210701230000,661.50,5.10,None,None,None,None,None,None,None,1.60,249.00,0.00,58.80,None,None,None,None,1.00
10769,20210702000000,661.50,4.20,None,None,None,None,None,None,None,1.40,167.00,0.00,55.10,None,None,None,None,1.00
10769,20210702010000,661.50,4.00,None,None,None,None,None,None,None,1.10,130.00,0.00,57.00,None,None,None,None,1.00
10769,20210702020000,661.50,2.70,None,None,None,None,None,None,None,2.30,158.00,0.00,62.30,None,None,None,None,1.00
10769,20210702030000,661.90,2.10,None,None,None,None,None,None,None,1.60,131.00,0.00,63.90,None,None,None,None,1.00
10769,20210702040000,662.10,4.20,None,None,None,None,None,None,None,3.70,112.00,71.00,58.90,None,None,None,None,1.00
10769,20210702050000,662.50,9.20,None,None,None,None,None,None,None,4.00,65.00,286.00,49.00,None,None,None,None,1.00
10769,20210702060000,662.80,9.80,None,None,None,None,None,None,None,4.60,51.00,504.00,44.20,None,None,None,None,1.00
10769,20210702070000,662.90,10.60,None,None,None,None,None,None,None,6.40,14.00,723.00,57.40,None,None,None,None,1.00
10769,20210702080000,663.00,11.10,None,None,None,None,None,None,None,2.30,57.00,794.00,60.30,None,None,None,None,1.00
10769,20210702090000,662.60,10.90,None,None,None,None,None,None,None,6.00,3.00,700.00,70.90,None,None,None,None,1.00
10769,20210702100000,662.40,11.30,None,None,None,None,None,None,None,4.90,18.00,1150.00,66.90,None,None,None,None,1.00
10769,20210702110000,661.90,9.70,None,None,None,None,None,None,None,7.30,13.00,294.00,73.10,None,None,None,None,1.00
10769,20210702120000,661.50,9.10,None,None,None,None,None,None,None,8.10,333.00,170.00,76.70,None,None,None,None,1.00
10769,20210702130000,661.70,7.00,None,None,None,None,None,None,None,4.90,319.00,57.00,93.30,None,None,None,None,1.00
10769,20210702140000,661.60,9.90,None,None,None,None,None,None,None,6.30,328.00,482.00,73.50,None,None,None,None,1.00
10769,20210702150000,661.60,9.40,None,None,None,None,None,None,None,2.10,269.00,163.00,72.70,None,None,None,None,1.00
10769,20210702160000,661.60,5.00,None,None,None,None,None,None,None,1.10,140.00,0.00,79.40,None,None,None,None,1.00
10769,20210702170000,661.60,4.50,None,None,None,None,None,None,None,2.80,122.00,0.00,52.10,None,None,None,None,1.00
10769,20210702180000,661.90,6.10,None,None,None,None,None,None,None,1.20,120.00,0.00,39.20,None,None,None,None,1.00
10769,20210702190000,662.30,3.40,None,None,None,None,None,None,None,1.80,201.00,0.00,50.30,None,None,None,None,1.00
10769,20210702200000,661.90,3.10,None,None,None,None,None,None,None,3.20,118.00,0.00,50.60,None,None,None,None,1.00
10769,20210702210000,661.80,4.60,None,None,None,None,None,None,None,1.80,82.00,0.00,43.00,None,None,None,None,1.00
10769,20210702220000,661.40,2.60,None,None,None,None,None,None,None,2.20,165.00,0.00,56.90,None,None,None,None,1.00
10769,20210702230000,660.90,2.70,None,None,None,None,None,None,None,1.70,147.00,0.00,53.70,None,None,None,None,1.00
10769,20210703000000,660.60,4.50,None,None,None,None,None,None,None,4.30,116.00,0.00,52.30,None,None,None,None,1.00
10769,20210703010000,660.60,3.90,None,None,None,None,None,None,None,5.40,130.00,0.00,47.30,None,None,None,None,1.00
10769,20210703020000,660.80,5.30,None,None,None,None,None,None,None,6.70,131.00,0.00,49.80,None,None,None,None,1.00
10769,20210703030000,661.10,5.40,None,None,None,None,None,None,None,5.20,120.00,0.00,62.80,None,None,None,None,1.00
10769,20210703040000,661.20,6.20,None,None,None,None,None,None,None,5.20,115.00,72.00,57.80,None,None,None,None,1.00
10769,20210703050000,661.90,9.40,None,None,None,None,None,None,None,6.30,93.00,286.00,49.50,None,None,None,None,1.00
10769,20210703060000,662.50,10.20,None,None,None,None,None,None,None,5.40,15.00,498.00,58.60,None,None,None,None,1.00
10769,20210703070000,662.60,10.00,None,None,None,None,None,None,None,4.90,1.00,597.00,62.00,None,None,None,None,1.00
10769,20210703080000,662.60,10.10,None,None,None,None,None,None,None,6.30,8.00,878.00,65.90,None,None,None,None,1.00
10769,20210703090000,662.50,10.90,None,None,None,None,None,None,None,5.20,35.00,881.00,65.50,None,None,None,None,1.00
10769,20210703100000,662.10,8.70,None,None,None,None,None,None,None,6.00,2.00,147.00,79.00,None,None,None,None,1.00
10769,20210703110000,661.80,7.00,None,None,None,None,None,None,None,1.70,355.00,177.00,87.80,None,None,None,None,1.00
10769,20210703120000,661.30,7.30,None,None,None,None,None,None,None,2.40,172.00,479.00,80.10,None,None,None,None,1.00
10769,20210703130000,661.30,8.10,None,None,None,None,None,None,None,2.10,18.00,34.00,94.10,None,None,None,None,1.00
10769,20210703140000,661.30,7.50,None,None,None,None,None,None,None,4.80,25.00,201.00,93.50,None,None,None,None,1.00
10769,20210703150000,661.30,8.10,None,None,None,None,None,None,None,2.70,63.00,194.00,73.40,None,None,None,None,1.00
10769,20210703160000,661.50,4.70,None,None,None,None,None,None,None,3.80,117.00,0.00,73.60,None,None,None,None,1.00
10769,20210703170000,661.50,3.10,None,None,None,None,None,None,None,2.50,135.00,0.00,75.30,None,None,None,None,1.00
10769,20210703180000,661.90,3.80,None,None,None,None,None,None,None,1.20,133.00,0.00,71.20,None,None,None,None,1.00
10769,20210703190000,662.00,4.40,None,None,None,None,None,None,None,1.10,154.00,0.00,68.70,None,None,None,None,1.00
10769,20210703200000,662.00,5.00,None,None,None,None,None,None,None,1.20,192.00,0.00,64.80,None,None,None,None,1.00
10769,20210703210000,661.70,5.10,None,None,None,None,None,None,None,1.50,252.00,0.00,63.90,None,None,None,None,1.00
10769,20210703220000,661.50,4.30,None,None,None,None,None,None,None,2.00,212.00,0.00,62.40,None,None,None,None,1.00
10769,20210703230000,661.00,4.70,None,None,None,None,None,None,None,1.90,184.00,0.00,56.20,None,None,None,None,1.00
10769,20210704000000,660.60,4.40,None,None,None,None,None,None,None,1.90,124.00,0.00,51.30,None,None,None,None,1.00
10769,20210704010000,660.50,2.00,None,None,None,None,None,None,None,1.80,115.00,0.00,56.90,None,None,None,None,1.00
10769,20210704020000,660.70,4.00,None,None,None,None,None,None,None,4.70,117.00,0.00,48.30,None,None,None,None,1.00
10769,20210704030000,660.90,4.20,None,None,None,None,None,None,None,5.50,112.00,0.00,59.80,None,None,None,None,1.00
10769,20210704040000,661.10,5.10,None,None,None,None,None,None,None,4.70,116.00,66.00,64.00,None,None,None,None,1.00
10769,20210704050000,661.80,8.90,None,None,None,None,None,None,None,3.50,101.00,279.00,58.20,None,None,None,None,1.00
10769,20210704060000,662.30,9.30,None,None,None,None,None,None,None,4.20,22.00,497.00,69.70,None,None,None,None,1.00
10769,20210704070000,662.50,9.40,None,None,None,None,None,None,None,6.40,345.00,572.00,77.30,None,None,None,None,1.00
10769,20210704080000,662.60,10.50,None,None,None,None,None,None,None,3.60,355.00,827.00,73.20,None,None,None,None,1.00
10769,20210704090000,662.40,8.40,None,None,None,None,None,None,None,5.90,15.00,349.00,80.70,None,None,None,None,1.00
10769,20210704100000,662.10,9.40,None,None,None,None,None,None,None,7.50,348.00,392.00,79.20,None,None,None,None,1.00
10769,20210704110000,662.00,9.00,None,None,None,None,None,None,None,6.40,330.00,424.00,80.50,None,None,None,None,1.00
10769,20210704120000,661.70,8.10,None,None,None,None,None,None,None,3.10,336.00,171.00,85.20,None,None,None,None,1.00
10769,20210704130000,661.30,7.00,None,None,None,None,None,None,None,0.90,119.00,210.00,82.00,None,None,None,None,1.00
10769,20210704140000,661.00,7.90,None,None,None,None,None,None,None,0.30,98.00,112.00,82.70,None,None,None,None,1.00
10769,20210704150000,661.00,8.20,None,None,None,None,None,None,None,1.00,6.00,86.00,73.40,None,None,None,None,1.00
10769,20210704160000,661.20,5.90,None,None,None,None,None,None,None,2.60,294.00,0.00,95.10,None,None,None,None,1.00
10769,20210704170000,661.20,3.40,None,None,None,None,None,None,None,3.90,200.00,0.00,94.80,None,None,None,None,1.00
10769,20210704180000,661.40,4.80,None,None,None,None,None,None,None,1.50,212.00,0.00,70.60,None,None,None,None,1.00
10769,20210704190000,661.80,4.10,None,None,None,None,None,None,None,3.00,219.00,0.00,71.60,None,None,None,None,1.00
10769,20210704200000,661.80,4.60,None,None,None,None,None,None,None,1.90,226.00,0.00,63.80,None,None,None,None,1.00
10769,20210704210000,661.60,5.30,None,None,None,None,None,None,None,2.30,220.00,0.00,65.30,None,None,None,None,1.00
10769,20210704220000,661.20,4.00,None,None,None,None,None,None,None,4.10,201.00,0.00,76.80,None,None,None,None,1.00
10769,20210704230000,660.90,3.80,None,None,None,None,None,None,None,3.70,210.00,0.00,80.80,None,None,None,None,1.00
10769,20210705000000,660.30,4.50,None,None,None,None,None,None,None,3.40,205.00,0.00,74.30,None,None,None,None,1.00
10769,20210705010000,660.40,5.00,None,None,None,None,None,None,None,1.10,123.00,0.00,54.50,None,None,None,None,1.00
10769,20210705020000,660.60,3.00,None,None,None,None,None,None,None,1.90,147.00,0.00,59.70,None,None,None,None,1.00
10769,20210705030000,660.90,3.10,None,None,None,None,None,None,None,2.10,142.00,0.00,54.30,None,None,None,None,1.00
10769,20210705040000,661.20,4.60,None,None,None,None,None,None,None,4.00,109.00,80.00,53.00,None,None,None,None,1.00
10769,20210705050000,661.80,9.00,None,None,None,None,None,None,None,3.30,93.00,298.00,45.50,None,None,None,None,1.00
10769,20210705060000,662.20,8.80,None,None,None,None,None,None,None,2.70,5.00,507.00,71.80,None,None,None,None,1.00
10769,20210705070000,662.50,9.50,None,None,None,None,None,None,None,4.00,329.00,745.00,64.30,None,None,None,None,1.00
10769,20210705080000,662.50,8.20,None,None,None,None,None,None,None,2.80,357.00,377.00,67.50,None,None,None,None,1.00
10769,20210705090000,662.40,9.60,None,None,None,None,None,None,None,6.90,303.00,642.00,80.40,None,None,None,None,1.00
10769,20210705100000,662.20,11.40,None,None,None,None,None,None,None,4.40,338.00,978.00,61.20,None,None,None,None,1.00
10769,20210705110000,661.70,9.80,None,None,None,None,None,None,None,4.50,30.00,601.00,65.30,None,None,None,None,1.00
10769,20210705120000,661.30,9.10,None,None,None,None,None,None,None,3.90,26.00,350.00,73.10,None,None,None,None,1.00
10769,20210705130000,661.00,9.10,None,None,None,None,None,None,None,3.90,334.00,251.00,83.70,None,None,None,None,1.00
10769,20210705140000,660.80,9.80,None,None,None,None,None,None,None,4.10,337.00,273.00,79.20,None,None,None,None,1.00
10769,20210705150000,661.00,7.80,None,None,None,None,None,None,None,1.40,312.00,49.00,87.70,None,None,None,None,1.00
10769,20210705160000,661.00,5.60,None,None,None,None,None,None,None,0.30,224.00,0.00,84.10,None,None,None,None,1.00
10769,20210705170000,661.00,4.70,None,None,None,None,None,None,None,3.00,121.00,0.00,51.90,None,None,None,None,1.00
10769,20210705180000,661.40,4.10,None,None,None,None,None,None,None,2.10,114.00,0.00,49.90,None,None,None,None,1.00
10769,20210705190000,661.60,4.30,None,None,None,None,None,None,None,2.60,230.00,0.00,67.10,None,None,None,None,1.00
10769,20210705200000,661.30,5.00,None,None,None,None,None,None,None,5.00,118.00,0.00,48.90,None,None,None,None,1.00
10769,20210705210000,661.20,4.70,None,None,None,None,None,None,None,4.20,125.00,0.00,50.80,None,None,None,None,1.00
10769,20210705220000,660.90,3.90,None,None,None,None,None,None,None,1.40,220.00,0.00,72.30,None,None,None,None,1.00
10769,20210705230000,660.40,2.10,None,None,None,None,None,None,None,3.70,133.00,0.00,64.30,None,None,None,None,1.00
10769,20210706000000,660.00,2.60,None,None,None,None,None,None,None,1.30,215.00,0.00,66.10,None,None,None,None,1.00
10769,20210706010000,659.80,3.80,None,None,None,None,None,None,None,5.10,112.00,0.00,59.50,None,None,None,None,1.00
10769,20210706020000,659.80,4.50,None,None,None,None,None,None,None,6.50,109.00,0.00,57.10,None,None,None,None,1.00
10769,20210706030000,659.90,3.50,None,None,None,None,None,None,None,4.70,121.00,0.00,63.20,None,None,None,None,1.00
10769,20210706040000,660.40,3.70,None,None,None,None,None,None,None,1.60,226.00,62.00,69.20,None,None,None,None,1.00
10769,20210706050000,660.80,8.00,None,None,None,None,None,None,None,0.90,345.00,275.00,64.00,None,None,None,None,1.00
10769,20210706060000,661.50,7.20,None,None,None,None,None,None,None,3.00,268.00,493.00,83.90,None,None,None,None,1.00
10769,20210706070000,661.80,7.30,None,None,None,None,None,None,None,2.60,297.00,507.00,79.60,None,None,None,None,1.00
10769,20210706080000,661.70,7.70,None,None,None,None,None,None,None,4.00,301.00,574.00,78.40,None,None,None,None,1.00
10769,20210706150000,660.20,7.30,None,None,None,None,None,None,None,2.00,244.00,36.00,90.70,None,None,None,None,1.00
10769,20210706160000,660.40,6.70,None,None,None,None,None,None,None,2.20,224.00,0.00,92.00,None,None,None,None,1.00
10769,20210706170000,660.60,5.30,None,None,None,None,None,None,None,0.90,229.00,0.00,90.30,None,None,None,None,1.00
10769,20210706180000,661.00,5.00,None,None,None,None,None,None,None,0.80,231.00,0.00,88.40,None,None,None,None,1.00
10769,20210706190000,661.40,4.90,None,None,None,None,None,None,None,3.70,208.00,0.00,89.40,None,None,None,None,1.00
10769,20210706200000,661.00,4.40,None,None,None,None,None,None,None,2.70,232.00,0.00,93.90,None,None,None,None,1.00
10769,20210706210000,661.00,4.00,None,None,None,None,None,None,None,4.00,204.00,0.00,91.60,None,None,None,None,1.00
10769,20210706220000,660.40,5.30,None,None,None,None,None,None,None,0.50,31.00,0.00,76.80,None,None,None,None,1.00
10769,20210706230000,660.10,4.40,None,None,None,None,None,None,None,1.00,276.00,0.00,84.00,None,None,None,None,1.00
10769,20210707000000,659.60,3.70,None,None,None,None,None,None,None,1.50,160.00,0.00,89.80,None,None,None,None,1.00
10769,20210707010000,659.60,4.20,None,None,None,None,None,None,None,2.10,133.00,0.00,75.10,None,None,None,None,1.00
10769,20210707020000,659.60,3.50,None,None,None,None,None,None,None,3.80,134.00,0.00,79.10,None,None,None,None,1.00
10769,20210707030000,660.00,3.70,None,None,None,None,None,None,None,3.90,128.00,0.00,78.00,None,None,None,None,1.00
10769,20210707040000,660.10,4.20,None,None,None,None,None,None,None,5.00,128.00,48.00,76.50,None,None,None,None,1.00
10769,20210707050000,660.90,5.80,None,None,None,None,None,None,None,1.50,11.00,207.00,86.80,None,None,None,None,1.00
10769,20210707060000,661.60,5.20,None,None,None,None,None,None,None,1.20,340.00,129.00,94.60,None,None,None,None,1.00
10769,20210707070000,661.60,6.30,None,None,None,None,None,None,None,1.90,336.00,317.00,91.10,None,None,None,None,1.00
10769,20210707080000,661.70,8.10,None,None,None,None,None,None,None,4.10,335.00,384.00,86.00,None,None,None,None,1.00
10769,20210707090000,661.40,9.80,None,None,None,None,None,None,None,3.60,64.00,1004.00,72.40,None,None,None,None,1.00
10769,20210707100000,661.20,9.90,None,None,None,None,None,None,None,4.60,16.00,624.00,71.90,None,None,None,None,1.00
10769,20210707110000,661.00,11.40,None,None,None,None,None,None,None,6.90,3.00,972.00,67.50,None,None,None,None,1.00
10769,20210707120000,660.50,8.60,None,None,None,None,None,None,None,4.80,2.00,498.00,78.70,None,None,None,None,1.00
10769,20210707130000,660.50,9.10,None,None,None,None,None,None,None,5.00,338.00,485.00,78.80,None,None,None,None,1.00
10769,20210707140000,660.40,8.40,None,None,None,None,None,None,None,3.70,348.00,269.00,81.00,None,None,None,None,1.00
10769,20210707150000,660.50,6.90,None,None,None,None,None,None,None,2.70,333.00,55.00,90.40,None,None,None,None,1.00
10769,20210707160000,660.80,5.70,None,None,None,None,None,None,None,3.00,315.00,0.00,95.10,None,None,None,None,1.00
10769,20210707170000,661.00,5.10,None,None,None,None,None,None,None,2.80,233.00,0.00,94.80,None,None,None,None,1.00
10769,20210707180000,661.50,4.90,None,None,None,None,None,None,None,2.80,335.00,0.00,95.90,None,None,None,None,1.00
10769,20210707190000,661.90,4.00,None,None,None,None,None,None,None,2.70,226.00,0.00,95.40,None,None,None,None,1.00
10769,20210707200000,661.70,3.40,None,None,None,None,None,None,None,4.00,200.00,0.00,82.40,None,None,None,None,1.00
10769,20210707210000,661.50,3.50,None,None,None,None,None,None,None,5.20,208.00,0.00,81.40,None,None,None,None,1.00
10769,20210707220000,661.00,3.30,None,None,None,None,None,None,None,3.60,218.00,0.00,82.90,None,None,None,None,1.00
10769,20210707230000,660.50,3.20,None,None,None,None,None,None,None,2.30,198.00,0.00,82.50,None,None,None,None,1.00
10769,20210708000000,660.40,3.10,None,None,None,None,None,None,None,3.10,182.00,0.00,79.60,None,None,None,None,1.00
10769,20210708010000,660.30,4.30,None,None,None,None,None,None,None,1.00,67.00,0.00,71.50,None,None,None,None,1.00
