site_gaw_id year month day hour minute second year month day hour minute second value value_unc nvalue latitude longitude altitude elevation intake_height flask_no ORG_QCflag QCflag instrument measurement_method scale
MKN 2022 1 4 21 0 0 -999 -9 -9 -9 -9 -9 1932.76 0.31 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 4 22 0 0 -999 -9 -9 -9 -9 -9 1932.95 0.66 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 4 23 0 0 -999 -9 -9 -9 -9 -9 1934.6 0.37 39 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 0 0 0 -999 -9 -9 -9 -9 -9 1935.1 0.18 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 1 0 0 -999 -9 -9 -9 -9 -9 1933.48 0.81 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 2 0 0 -999 -9 -9 -9 -9 -9 1931.03 0.75 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 3 0 0 -999 -9 -9 -9 -9 -9 1931.52 0.34 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 4 0 0 -999 -9 -9 -9 -9 -9 1932.71 0.66 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 5 0 0 -999 -9 -9 -9 -9 -9 1931.13 1.28 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 6 0 0 -999 -9 -9 -9 -9 -9 1929.71 0.51 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 7 0 0 -999 -9 -9 -9 -9 -9 1928.55 1.04 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 8 0 0 -999 -9 -9 -9 -9 -9 1928.45 0.76 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 9 0 0 -999 -9 -9 -9 -9 -9 1930.05 0.87 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 10 0 0 -999 -9 -9 -9 -9 -9 1931.06 1.24 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 11 0 0 -999 -9 -9 -9 -9 -9 1936.4 3.65 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 12 0 0 -999 -9 -9 -9 -9 -9 1935.46 1.68 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 13 0 0 -999 -9 -9 -9 -9 -9 1939.52 3.49 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 14 0 0 -999 -9 -9 -9 -9 -9 1939.3 1.92 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 15 0 0 -999 -9 -9 -9 -9 -9 1942.8 2.96 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 16 0 0 -999 -9 -9 -9 -9 -9 1935.3 5.22 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 17 0 0 -999 -9 -9 -9 -9 -9 1927.23 0.63 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 18 0 0 -999 -9 -9 -9 -9 -9 1926.74 0.37 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 19 0 0 -999 -9 -9 -9 -9 -9 1925.35 0.2 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 20 0 0 -999 -9 -9 -9 -9 -9 1924.24 0.34 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 21 0 0 -999 -9 -9 -9 -9 -9 1927.54 2.09 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 22 0 0 -999 -9 -9 -9 -9 -9 1935.03 1.99 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 5 23 0 0 -999 -9 -9 -9 -9 -9 1937.09 0.36 55 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 0 0 0 -999 -9 -9 -9 -9 -9 1935.96 0.59 44 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 1 0 0 -999 -9 -9 -9 -9 -9 1934.26 1.62 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 2 0 0 -999 -9 -9 -9 -9 -9 1930.93 0.7 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 3 0 0 -999 -9 -9 -9 -9 -9 1929.91 0.59 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 4 0 0 -999 -9 -9 -9 -9 -9 1929.82 2.1 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 5 0 0 -999 -9 -9 -9 -9 -9 1929.95 2.19 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 6 0 0 -999 -9 -9 -9 -9 -9 1926.72 1.28 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 7 0 0 -999 -9 -9 -9 -9 -9 1929.89 0.23 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 8 0 0 -999 -9 -9 -9 -9 -9 1927.33 1.26 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 9 0 0 -999 -9 -9 -9 -9 -9 1934.08 3.02 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 10 0 0 -999 -9 -9 -9 -9 -9 1934.88 2.21 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 11 0 0 -999 -9 -9 -9 -9 -9 1931.76 8.93 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 12 0 0 -999 -9 -9 -9 -9 -9 1940.83 5.66 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 13 0 0 -999 -9 -9 -9 -9 -9 1943.26 1.79 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 14 0 0 -999 -9 -9 -9 -9 -9 1940.82 1.25 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 15 0 0 -999 -9 -9 -9 -9 -9 1932.88 7.56 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 16 0 0 -999 -9 -9 -9 -9 -9 1931.03 5.19 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 17 0 0 -999 -9 -9 -9 -9 -9 1932.38 1.57 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 18 0 0 -999 -9 -9 -9 -9 -9 1933.87 1.07 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 19 0 0 -999 -9 -9 -9 -9 -9 1926.78 4.79 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 20 0 0 -999 -9 -9 -9 -9 -9 1929.59 1.63 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 21 0 0 -999 -9 -9 -9 -9 -9 1925.68 2.59 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 22 0 0 -999 -9 -9 -9 -9 -9 1920.75 0.65 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 6 23 0 0 -999 -9 -9 -9 -9 -9 1922.71 0.99 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 7 0 0 0 -999 -9 -9 -9 -9 -9 1925.57 0.75 39 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 7 1 0 0 -999 -9 -9 -9 -9 -9 1925.93 0.27 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 7 2 0 0 -999 -9 -9 -9 -9 -9 1926.11 0.86 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 7 3 0 0 -999 -9 -9 -9 -9 -9 1924.38 0.54 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 7 4 0 0 -999 -9 -9 -9 -9 -9 1922.11 0.9 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 7 5 0 0 -999 -9 -9 -9 -9 -9 1921.91 0.77 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 7 6 0 0 -999 -9 -9 -9 -9 -9 1928.12 2.4 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
