12:33:08   14.08.2022              Programm Climap                 MeteoSchweiz
Zeitangaben in UTC 0040 (UTC)  =  01:40 Uhr Winterzeit  =  02:40 Uhr Sommerzeit
Auswahlperiode: 01.01.2020 00:00  -  31.12.2020 23:50 UTC 32767 -> Keine Angabe
Anzahl Stationen  1
  10769	Mont Kenya              3678 m.ü.M.	     0/      0
Anzahl Parameter  6
    90  Luftdruck auf Barometerhöhe (QFE); Momentanwert  [hPa]
    91  Lufttemperatur 2 m über Boden; Momentanwert  [°C]
   196  Windgeschwindigkeit skalar; Zehnminutenmittel  [m/s]
   197  Windrichtung; Zehnminutenmittel  [°]
   321  Original Luftfeuchtigkeit 2 m über Boden; Momentanwert  [%]
   285  Original Globalstrahlung; Zehnminutenmittel  [W/m²]

  STA JAHR MO TG HH MM    90    91   196   197   321   285
10769 2020  2 16 15 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 15 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 16  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 16 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 16 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 16 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 16 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 16 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 17  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 17 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 17 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 17 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 17 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 17 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 18  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 18 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 18 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 18 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 18 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 18 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 19  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 19 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 19 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 19 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 19 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 19 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 20  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 20 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 20 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 20 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 20 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 20 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 21  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 21 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 21 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 21 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 21 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 21 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 22  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 22 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 22 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 22 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 22 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 22 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 23  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 23 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 23 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 23 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 23 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 16 23 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  0  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  0 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  0 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  0 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  0 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  0 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  1  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  1 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  1 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  1 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  1 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  1 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  2  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  2 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  2 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  2 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  2 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  2 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  3  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  3 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  3 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  3 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  3 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  3 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  4  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  4 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  4 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  4 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  4 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  4 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  5  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  5 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  5 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  5 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  5 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  5 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  6  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  6 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  6 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  6 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  6 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  6 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  7  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  7 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  7 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  7 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  7 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  7 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  8  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  8 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  8 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  8 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  8 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  8 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  9  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  9 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  9 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  9 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  9 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17  9 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 10  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 10 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 10 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 10 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 10 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 10 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 11  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 11 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 11 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 11 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 11 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 11 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 12  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 12 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 12 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 12 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 12 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 12 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 13  0 660.7  10.3   3.5   291  86.4   234 
10769 2020  2 17 13 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 13 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 13 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 13 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 13 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 14  0 660.7   9.9   3.2   268  89.3   153 
10769 2020  2 17 14 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 14 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 14 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 14 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 14 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 15  0 660.9   9.7   2.3   250  84.3   145 
10769 2020  2 17 15 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 15 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 15 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 15 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 15 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 16  0 661.2   8.1   1.1   208  89.2     2 
10769 2020  2 17 16 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 16 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 16 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 16 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 16 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 17  0 661.1   5.0   4.8   139  76.3     0 
10769 2020  2 17 17 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 17 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 17 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 17 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 17 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 18  0 661.7   5.3   5.8   118  65.4     0 
10769 2020  2 17 18 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 18 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 18 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 18 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 18 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 19  0 661.8   4.6   6.9   136  65.6     0 
10769 2020  2 17 19 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 19 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 19 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 19 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 19 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 20  0 661.7   4.9   8.6   138  65.3     0 
10769 2020  2 17 20 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 20 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 20 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 20 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 20 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 21  0 661.4   4.6   8.6   147  60.2     0 
10769 2020  2 17 21 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 21 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 21 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 21 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 21 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 22  0 661.0   5.0   9.6   138  61.4     0 
10769 2020  2 17 22 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 22 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 22 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 22 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 22 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 23  0 660.6   5.3   9.4   137  66.2     0 
10769 2020  2 17 23 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 23 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 23 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 23 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 17 23 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  0  0 660.4   5.1   9.2   145  67.5     0 
10769 2020  2 18  0 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  0 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  0 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  0 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  0 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  1  0 660.2   4.8   7.3   140  64.0     0 
10769 2020  2 18  1 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  1 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  1 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  1 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  1 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  2  0 660.6   4.4   8.6   137  63.2     0 
10769 2020  2 18  2 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  2 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  2 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  2 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  2 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  3  0 661.1   4.5   7.7   138  66.6     0 
10769 2020  2 18  3 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  3 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  3 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  3 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  3 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  4  0 661.3   4.5   7.5   136  68.0    16 
10769 2020  2 18  4 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  4 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  4 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  4 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  4 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  5  0 661.9   7.9   7.9   124  65.5   294 
10769 2020  2 18  5 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  5 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  5 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  5 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  5 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  6  0 662.5   9.3   8.2   104  64.5   556 
10769 2020  2 18  6 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  6 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  6 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  6 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  6 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  7  0 662.8  10.8   8.5    73  60.8   776 
10769 2020  2 18  7 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  7 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  7 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  7 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  7 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  8  0 663.0  11.2  10.7    67  52.9   974 
10769 2020  2 18  8 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  8 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  8 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  8 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  8 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  9  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  9 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  9 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  9 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  9 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18  9 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 10  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 10 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 10 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 10 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 10 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 10 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 11  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 11 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 11 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 11 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 11 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 11 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 12  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 12 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 12 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 12 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 12 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 12 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 13  0 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 13 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 13 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 13 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 13 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 13 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 14  0 661.2   9.6   1.0   341  85.6   143 
10769 2020  2 18 14 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 14 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 14 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 14 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 14 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 15  0 661.1   8.7   1.7   116  62.6    33 
10769 2020  2 18 15 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 15 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 15 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 15 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 15 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 16  0 661.0   6.0   8.0   155  80.5     2 
10769 2020  2 18 16 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 16 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 16 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 16 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 16 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 17  0 661.4   6.8   6.8   148  69.8     0 
10769 2020  2 18 17 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 17 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 17 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 17 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 17 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 18  0 661.6   6.1   6.6   136  68.7     0 
10769 2020  2 18 18 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 18 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 18 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 18 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 18 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 19  0 662.1   5.1   7.1   132  65.7     0 
10769 2020  2 18 19 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 19 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 19 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 19 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 19 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 20  0 662.1   4.7   7.3   137  60.5     0 
10769 2020  2 18 20 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 20 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 20 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 20 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 20 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 21  0 661.9   5.0   9.1   122  57.3     0 
10769 2020  2 18 21 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 21 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 21 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 21 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 21 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 22  0 661.2   4.9   7.8   137  66.1     0 
10769 2020  2 18 22 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 22 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 22 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 22 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 22 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 23  0 660.8   4.6   9.8   138  84.9     0 
10769 2020  2 18 23 10 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 23 20 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 23 30 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 23 40 32767 32767 32767 32767 32767 32767 
10769 2020  2 18 23 50 32767 32767 32767 32767 32767 32767 
10769 2020  2 19  0  0 660.9   5.7   6.9   114  57.4     0 
