12:33:08   14.08.2022              Programm Climap                 MeteoSchweiz
Zeitangaben in UTC 0040 (UTC)  =  01:40 Uhr Winterzeit  =  02:40 Uhr Sommerzeit
Auswahlperiode: 01.01.2020 00:00  -  31.12.2020 23:50 UTC 32767 -> Keine Angabe
Anzahl Stationen  1
  10769	Mont Kenya              3678 m.ü.M.	     0/      0
Anzahl Parameter  6
    90  Luftdruck auf Barometerhöhe (QFE); Momentanwert  [hPa]
    91  Lufttemperatur 2 m über Boden; Momentanwert  [°C]
   196  Windgeschwindigkeit skalar; Zehnminutenmittel  [m/s]
   197  Windrichtung; Zehnminutenmittel  [°]
   321  Original Luftfeuchtigkeit 2 m über Boden; Momentanwert  [%]
   285  Original Globalstrahlung; Zehnminutenmittel  [W/m²]

  STA JAHR MO TG HH MM    90    91   196   197   321   285
10769 2020 11 20 12 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 12 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 12 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 12 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 13  0 659.2   9.6   4.7    70  71.1   174 
10769 2020 11 20 13 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 13 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 13 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 13 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 13 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 14  0 659.1   8.7   4.3   131  76.1    93 
10769 2020 11 20 14 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 14 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 14 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 14 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 14 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 15  0 659.5   7.7   1.0   294  89.4    20 
10769 2020 11 20 15 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 15 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 15 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 15 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 15 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 16  0 660.0   7.4   3.1   138  81.5     0 
10769 2020 11 20 16 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 16 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 16 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 16 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 16 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 17  0 660.2   7.1   2.0   159  76.2     0 
10769 2020 11 20 17 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 17 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 17 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 17 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 17 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 18  0 660.9   4.6   1.9   179  82.0     0 
10769 2020 11 20 18 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 18 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 18 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 18 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 18 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 19  0 661.1   4.9   0.7   123  70.5     0 
10769 2020 11 20 19 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 19 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 19 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 19 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 19 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 20  0 660.8   4.3   4.6   119  69.0     0 
10769 2020 11 20 20 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 20 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 20 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 20 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 20 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 21  0 660.5   5.3   3.5   128  62.4     0 
10769 2020 11 20 21 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 21 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 21 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 21 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 21 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 22  0 660.2   4.2   3.4   110  71.0     0 
10769 2020 11 20 22 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 22 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 22 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 22 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 22 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 23  0 659.6   3.7   3.2   110  74.1     0 
10769 2020 11 20 23 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 23 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 23 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 23 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 20 23 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  0  0 659.3   3.8   2.8   135  73.2     0 
10769 2020 11 21  0 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  0 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  0 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  0 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  0 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  1  0 659.6   4.0   3.3   127  72.1     0 
10769 2020 11 21  1 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  1 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  1 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  1 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  1 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  2  0 659.6   3.9   5.6   117  73.1     0 
10769 2020 11 21  2 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  2 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  2 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  2 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  2 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  3  0 659.8   3.3   8.2   122  74.7     0 
10769 2020 11 21  3 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  3 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  3 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  3 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  3 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  4  0 660.4   5.8   8.5   128  64.6   159 
10769 2020 11 21  4 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  4 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  4 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  4 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  4 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  5  0 660.9   8.5   7.6   115  57.6   392 
10769 2020 11 21  5 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  5 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  5 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  5 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  5 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  6  0 661.1  10.4   7.3   135  50.2   624 
10769 2020 11 21  6 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  6 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  6 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  6 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  6 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  7  0 661.7  11.0   1.8   357  66.3   820 
10769 2020 11 21  7 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  7 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  7 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  7 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  7 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  8  0 661.3  12.5   5.4    71  46.3  1035 
10769 2020 11 21  8 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  8 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  8 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  8 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  8 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  9  0 661.0  10.7   2.9    19  58.3   352 
10769 2020 11 21  9 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  9 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  9 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  9 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21  9 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 10  0 660.5  10.3   4.8   307  68.1   484 
10769 2020 11 21 10 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 10 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 10 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 10 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 10 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 11  0 659.8  10.2   5.2    72  67.8   202 
10769 2020 11 21 11 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 11 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 11 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 11 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 11 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 12  0 659.5   9.8   8.1    59  72.7   452 
10769 2020 11 21 12 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 12 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 12 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 12 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 12 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 13  0 659.1   9.0  10.4    35  81.3   204 
10769 2020 11 21 13 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 13 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 13 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 13 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 13 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 14  0 659.5   7.7   6.8    49  86.7   116 
10769 2020 11 21 14 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 14 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 14 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 14 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 14 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 15  0 659.8   6.6   5.5    66  96.8    18 
10769 2020 11 21 15 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 15 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 15 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 15 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 15 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 16  0 660.3   7.4   2.5   136  84.3     0 
10769 2020 11 21 16 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 16 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 16 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 16 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 16 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 17  0 660.9   6.7   1.8   298  87.6     0 
10769 2020 11 21 17 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 17 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 17 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 17 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 17 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 18  0 661.2   6.8   0.0     0  88.0     0 
10769 2020 11 21 18 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 18 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 18 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 18 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 18 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 19  0 661.6   5.8   3.1   137  88.5     0 
10769 2020 11 21 19 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 19 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 19 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 19 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 19 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 20  0 661.4   5.8   3.0   112  85.6     0 
10769 2020 11 21 20 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 20 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 20 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 20 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 20 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 21  0 661.0   4.7   4.3   114  82.3     0 
10769 2020 11 21 21 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 21 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 21 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 21 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 21 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 22  0 660.5   4.1   4.0   122  82.4     0 
10769 2020 11 21 22 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 22 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 22 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 22 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 22 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 23  0 660.1   4.3   4.2   112  79.8     0 
10769 2020 11 21 23 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 23 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 23 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 23 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 21 23 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  0  0 659.9   4.2   5.3   115  79.1     0 
10769 2020 11 22  0 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  0 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  0 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  0 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  0 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  1  0 660.0   4.0   4.3   116  75.6     0 
10769 2020 11 22  1 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  1 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  1 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  1 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  1 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  2  0 660.2   3.2   4.2   136  76.9     0 
10769 2020 11 22  2 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  2 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  2 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  2 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  2 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  3  0 660.5   3.1   2.0   124  77.5     0 
10769 2020 11 22  3 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  3 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  3 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  3 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  3 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  4  0 661.1   5.1   5.4   116  71.0   154 
10769 2020 11 22  4 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  4 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  4 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  4 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  4 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  5  0 661.6   8.4   4.5   102  58.4   389 
10769 2020 11 22  5 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  5 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  5 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  5 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  5 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  6  0 662.0   9.4   7.0    77  58.4   619 
10769 2020 11 22  6 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  6 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  6 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  6 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  6 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  7  0 662.1  10.0   6.0    80  56.6   816 
10769 2020 11 22  7 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  7 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  7 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  7 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  7 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  8  0 662.1  12.1   5.9    37  49.2   984 
10769 2020 11 22  8 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  8 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  8 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  8 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  8 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  9  0 661.9   9.9   3.3    47  54.7   236 
10769 2020 11 22  9 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  9 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  9 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  9 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22  9 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 10  0 661.4   9.1   5.0    10  63.1   296 
10769 2020 11 22 10 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 10 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 10 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 10 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 10 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 11  0 660.9   8.9   4.3     3  65.0   271 
10769 2020 11 22 11 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 11 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 11 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 11 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 11 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 12  0 660.7   8.7   4.7   323  68.0   284 
10769 2020 11 22 12 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 12 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 12 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 12 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 12 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 13  0 660.3   8.7   1.5     6  76.3   232 
10769 2020 11 22 13 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 13 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 13 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 13 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 13 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 14  0 660.4   7.7   5.8    34  87.1    78 
10769 2020 11 22 14 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 14 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 14 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 14 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 14 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 15  0 660.6   6.9   0.6   297  87.7    31 
10769 2020 11 22 15 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 15 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 15 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 15 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 15 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 16  0 661.0   6.3   2.8   242  87.0     0 
10769 2020 11 22 16 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 16 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 16 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 16 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 16 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 17  0 661.5   6.0   1.8   232  87.1     0 
10769 2020 11 22 17 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 17 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 17 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 17 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 17 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 18  0 662.0   6.0   1.0   232  87.9     0 
10769 2020 11 22 18 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 18 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 18 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 18 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 18 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 19  0 662.5   4.8   1.7   227  85.6     0 
10769 2020 11 22 19 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 19 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 19 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 19 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 19 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 20  0 662.0   2.8   1.5   113  87.9     0 
10769 2020 11 22 20 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 20 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 20 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 20 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 20 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 21  0 661.9   3.3   2.4   132  88.7     0 
10769 2020 11 22 21 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 21 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 21 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 21 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 21 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 22  0 661.7   3.3   1.7   134  83.6     0 
10769 2020 11 22 22 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 22 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 22 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 22 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 22 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 23  0 661.1   2.8   4.2   153  86.3     0 
10769 2020 11 22 23 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 23 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 23 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 23 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 22 23 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  0  0 660.9   3.0   3.2   138  82.2     0 
10769 2020 11 23  0 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  0 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  0 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  0 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  0 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  1  0 660.6   3.0   3.3   120  76.0     0 
10769 2020 11 23  1 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  1 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  1 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  1 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  1 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  2  0 661.0   2.6   3.0   107  64.3     0 
10769 2020 11 23  2 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  2 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  2 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  2 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  2 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  3  0 661.2   2.8   5.9   141  60.9     0 
10769 2020 11 23  3 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  3 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  3 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  3 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  3 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  4  0 661.5   5.4   6.2   149  53.0   160 
10769 2020 11 23  4 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  4 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  4 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  4 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  4 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  5  0 662.1  10.2   6.5   131  38.1   391 
10769 2020 11 23  5 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  5 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  5 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  5 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  5 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  6  0 662.7  12.0   3.5   132  32.0   621 
10769 2020 11 23  6 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  6 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  6 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  6 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  6 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  7  0 662.7  10.0   3.2    78  64.6   855 
10769 2020 11 23  7 10 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  7 20 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  7 30 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  7 40 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  7 50 32767 32767 32767 32767 32767 32767 
10769 2020 11 23  8  0 662.5   8.5   3.6   358  83.9   132 
